name,title,publisher_frequency,publisher_frequency_select,publisher_implementation_schedule,publisher_ui,publisher_field_exclusions,publisher_contact,image_url,display_name,publisher_iati_id,publisher_units,publisher_record_exclusions,publisher_data_quality,publisher_country,publisher_description,publisher_refs,publisher_thresholdspublisher_agencies,publisher_constraints,publisher_organization_type,publisher_segmentation,license_id,state,publisher_timeliness
foundation_center,The Foundation Center,Quarterly,0,0,"Yes, in the near future (2014).","There are many fields we don't use, because they don't have a direct corollary in the  foundation/non-profit world; or, because we're a secondary publisher, we don't necessary have the data (e.g., <budget> and <activity-status>).  Also, these data do not include <sector> codes.","Jake Garcia
Director of Data Application Development
The Foundation Center
79 Fifth Avenue
New York, NY 10003
jkg@foundationcenter.org",http://foundationcenter.org/header/images/fc_logo.gif,0,US-EIN-131837418,Grants to non-profits (NGOs),Foundations who report their data to us can flag any grant that they want excluded from their IATI feed.,"The initial data provided through our IATI feeds come directly from foundations in our hGrant format, with a small amount of additional cleaning and validating.  We validate the geographic area served (<recipient-location>), then convert it into the IATI format.",US,"Established in 1956 and today supported by close to 550 foundations, the Foundation Center is the leading source of information about philanthropy worldwide. Through data, analysis, and training, it connects people who want to change the world to the resources they need to succeed. The Center maintains the most comprehensive database on U.S. and, increasingly, global grantmakers and their grants — a robust, accessible knowledge bank for the sector. It also operates research, education, and training programs designed to advance knowledge of philanthropy at every level. Thousands of people visit the Center's web site each day and are served in its five library/learning centers and at more than 470 Funding Information Network locations nationwide and around the world.",http://glasspockets.org/philanthropy-in-focus/reporting-commitment-map,0,0,21,by foundation/grantmaker,cc-nc,active,Quarterly
libymca,YMCA of Liberia,quarterly,not_specified,0,0,0,0,0,0,LR-MPEA-NGO-AC-0298,0,0,0,LR,0,0,0,0,22,0,cc-zero,active,0
yord,Yemeni Observatory for Rights Sustainable Development,0,annually,WWW.YORSD.ORG,"Yes, but the organization's website is closed for security reasons
Will be back after maintenance","1- General budgets of each country
2- Percentage of civil society organizations in the country
3 - Detecting government corruption papers by distributing quotas and making fake organizations
4. Direct cooperation between donor organizations and local civil society organizations
",Republic of Yemen - Sana'a - Abu Dhabi Street,https://drive.google.com/file/d/1EhCTn16zsogT1nA5MOulYI4lmzKdfnmg/view,0,YE-MSAL-4/M/2012,"Yes we are working now
1- Humanitarian relief for the displaced
2- Economic development of the displaced and their reintegration into societies
3. Economic empowerment of rural women and displaced women
4. Agriculture development and reverse migration of young people (from the city to the countryside)
5. Vocational rehabilitation of displaced persons and reduction of immigration to Europe","We in Yemen do not have justice by distributing quotas among local organizations
For example, OCHA signed a partnership agreement with the Office of the National Humanitarian Affairs Authority in Yemen
Which shuts down fictitious organizations that operate and receive financial resources",0,YE,"The Yemeni Observatory for Rights and Sustainable Development - an independent civil institution. Under the cheap (2012 / M / 4)
 The scope of the work of the Observatory is the Republic of Yemen. It shall be based in the city of Sana'a and may establish branches and appoint representatives thereof in any governorate or abroad according to the rules in force in that country.
Article (3) The Observatory aims to contribute to the promotion of human rights, civil, political, economic, social and cultural rights, and to encourage their respect and protection. In particular, human development in all sectors is the objective that the Observatory has found to achieve:
1. Defending legality and constitutional and legal legitimacy.
2. Defending the independence of the judiciary and the legal profession.
Monitor human rights developments and violations at the national and international levels.
4. Public and official public opinion has drawn attention to legislative and institutional gaps and shortcomings related to human rights.
5. Promote sustainable development.
6. Creating opportunities for productive development for vulnerable and poor groups.
7. Creating a developmental balance based on work for food.
8. Provide the means and means for agricultural development and reclamation of agricultural land.
9. Educating unemployed youth about the importance of reverse migration from the city to the countryside, working in agriculture and reclaiming agricultural land.
10. Create new jobs for the poorest.
11. Develop craft skills and create productive projects for young people.
12. Develop rural literacy skills literally and productively and create new job opportunities
13. Work to find factories, factories and mechanisms to create new jobs and rehabilitate men and women to help them produce.
14. Work for the recovery and rehabilitation of displaced persons from conflict areas in Yemen and the creation of new jobs and their reintegration into productive communities.
15. Contribute to the provision of legal support for and defense of human rights, in particular, collective rights and rights related to the general interest of society in the following spheres: political, economic, social and cultural.
16. Assistance and work to provide relief assistance and shelter it to those affected by conflicts and disasters
17. To raise awareness of the need for the rule of law, principles of fair trial and full respect for the independence of the judiciary
18- Paying attention to children and mothers and spreading the awareness of their rights to the community.
19. Raising the level of girls scientifically and integrating them into productive facilities",0,0,"I can not answer
We are in a country that rules the military
It is advisable to remain silent",22,NO,odc-pddl,active,30/12/2018
csc,Consortium for Street Children,0,not_specified,0,0,0,"Consortium for Street Children 
Development House
56-64 Leonard Street
London
EC2A 4LT, UK",0,0,GB-CHC-1046579,0,0,0,GB,"The Consortium for Street Children (CSC) is a global network that raises street children’s voices, promotes their rights and improves their lives. We do this through our focus on advocacy, research and network development.",0,0,0,21,0,notspecified,active,0
childhopeuk,ChildHope UK,Quarterly,0,0,We are considering how to enable user-friendly access to data published. We are interested in connecting with organisations working in similar sectors or countries to discuss the possibilities of working on this.,None,info@childhope.org.uk,0,0,GB-CHC-328434,Projects and programmes,"Exclusions are made to protect  security and confidentiality of staff, beneficiaries and activities in accordance with ChildHope Open Information policy ",Operational - verified through internal process,GB,"ChildHope works in 10 countries in Africa, Asia and South America to meet the needs of street and working children, also aiming to prevent children becoming dependent on the streets or hazardous labour for their livelihoods. ChildHope raises funds to work with local partner organisations that recognise the complexity of children’s lives and that understand the environment they live in.  We have a strong focus on children’s participation in decision-making, protection of children from all forms of violence, the right to quality education and development of inclusive approaches that tackle gender injustice.   ",0,0,0,21,Separate files per country,other-at,active,1 quarter in arrears
skn,Stichting Kinderpostzegels Nederland,With the start of each project and when there are changes in an aid projects there will be publication.,annually,0,no,0,"Odilia van Manen
Stichting Kinderpostzegels
Schipholweg 97, 2316 Leiden
+31 71 525 9800
",https://www.kinderpostzegels.nl/~/media/files/huisstijl/skn_logo_cmyk_g-r%20(2).jpg?la=nl,0,NL-KVK-41167934,The publication will be on project level,0,Data is verified,NL,Grants for projects for children,not yet,0,0,21,Per country,other-pd,active,As soon as possible
dttillp,Deloitte Touche Tohmatsu India LLP,0,not_specified,0,0,0,0,0,0,IN-MCA-AAE-8458,0,0,0,IN,0,0,0,0,70,0,uk-ogl,active,0
britishcouncil,British Council,0,not_specified,0,0,0,0,0,0,GB-CHC-209131,0,0,0,GB,0,0,0,0,15,0,notspecified,active,0
us-imawh,IMA World Health,0,quarterly,In process,0,To be determined,"1730 M Street NW, Suite 1100
Washington, DC 20036",0,0,US-EIN-522112460,"Activity data will be published at a later date, an activity will currently be defined as a project, but this is subject to change.",Policy currently in development,0,US,IMA World Health is a faith-based international relief and development organization rooted in the Lutheran tradition and ecumenically connected with others in focusing on improving health and livelihoods in complex environments and helping people lift themselves out of extreme poverty by ministering to the well-being of the whole person and providing humanitarian assistance.,To be added later,0,"We are in the process of undergoing a merger, combining program data management and publication systems.",21,Per project,other-pd,active,1 month
fucid,Forum Universitaire pour la Coopération Internationale au Développement -FUCID ASBL,0,not_specified,0,0,0,"rue de Bruxelles 61
B - 5000 Namur",0,0,BE-BCE_KBO-0416934803,0,0,0,BE,Adjointe à la Direction,0,0,0,22,0,notspecified,active,0
