Publisher Name,Publisher Registry Id,Version (with valid data),Reporting-Org (with valid data),Iati-identifier (with valid data),Participating Organisation (with valid data),Title (with valid data),Description (with valid data),Status (with valid data),Activity Date (with valid data),Sector (with valid data),Country or Region (with valid data),Average (with valid data),Version (with any data),Reporting-Org (with any data),Iati-identifier (with any data),Participating Organisation (with any data),Title (with any data),Description (with any data),Status (with any data),Activity Date (with any data),Sector (with any data),Country or Region (with any data),Average (with any data)
"United Nations Educational, Scientific and Cultural Organization (UNESCO)",unesco,100,100,100,89,100,91,100,100,42,81,90,100,100,100,100,100,91,100,100,100,85,98
United Nations Environment Programme (UNEP),un-environment,100,100,100,0,100,100,100,100,100,67,87,100,100,100,100,100,100,100,100,100,100,100
United Nations Foundation,unf,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United Nations High Commissioner for Refugees (UNHCR),unhcr,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United Nations Industrial Development Organization (UNIDO),unido,100,100,100,100,100,98,100,100,100,100,100,100,100,100,100,100,98,100,100,100,100,100
United Nations Joint Programme on HIV and AIDS Secretariat (UNAIDS),unaids,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
United Nations OCHA Financial Tracking Service (UN OCHA FTS),ocha_fts,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United Nations Office for Project Services (UNOPS),unops,100,100,100,0,100,100,100,0,18,48,67,100,100,100,100,100,100,100,100,19,100,92
United Nations Office for the Coordination of Humanitarian Affairs (OCHA),unocha,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
United Nations Office for the Coordination of Humanitarian Affairs (Specially-Designated Contributions),unocha-sdc,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
United Nations Population Fund,unfpa,100,100,100,100,100,100,100,100,78,100,98,100,100,100,100,100,100,100,100,91,100,99
United Nations World Food Programme (WFP),wfp,100,100,100,100,100,100,100,100,86,100,99,100,100,100,100,100,100,100,100,86,100,99
United Purpose,cu,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
United States,unitedstates,100,100,100,100,79,63,100,100,100,100,94,100,100,100,100,79,63,100,100,100,100,94
United States Agency for International Development (USAID),usaid,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
United Work,united_work,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Universitair Centrum voor Ontwikkelingssamenwerking,ucos,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Universiteit Leiden,universiteit_leiden,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
University College London,ucl,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
University of Amsterdam,uva_org,100,100,100,15,100,100,100,100,100,8,82,100,100,100,100,100,100,100,100,100,8,91
University of Birmingham (Governance and Social Development Resource Centre),universityofbirmingham_gsdrc,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
University of Leeds,leedsuni,100,100,100,100,100,100,100,100,100,0,90,100,100,100,100,100,100,100,100,100,0,90
University of Nottingham,uni_of_nottingham,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
University Of Zimbabwe,1-uz,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
University Twente,utwente,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Upper Quartile,uq,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Urgent Action Fund for Women's Human Rights,uaf,100,100,100,20,100,100,100,100,100,100,92,100,100,100,100,100,100,100,100,100,100,100
Urgent Action Fund Latin America and the Caribbean,uafla,100,100,100,11,100,100,100,100,100,100,91,100,100,100,100,100,100,100,100,100,100,100
Urgent Action Fund-Africa,uaf-africa,100,100,100,13,100,100,100,100,100,100,91,100,100,100,100,100,100,100,100,100,100,100
UTZ,utz,100,100,100,98,100,100,100,100,100,98,100,100,100,100,100,100,100,100,100,100,98,100
UWEZO Youth Empowerment,uwezo_youth_empowerment,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Varkey Foundation,varkeyfoundation,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
VEI (Vitens-Evides International),vei_nl,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
VETERINAIRES SANS FRONTIERES / DIERENARTSEN ZONDER GRENZEN - BELGIUM,vsfbelgium,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
VIA Don Bosco,via-db,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Village Enterprise,villageenterprise,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Vision Aid Overseas,vao,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Vision for a Nation Foundation,vfan,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
VisionFund International,vfi,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Viva,viva,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Viva Salud,g3w-m3m_admin,100,100,100,11,100,100,100,100,100,100,91,100,100,100,100,100,100,100,100,100,100,100
Vlaamse Interuniversitaire Raad voor Universitaire Ontwikkelingssamenwerking (VLIR-UOS),vlir-uos,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
VNG International,vngi,100,100,92,100,100,100,100,100,100,75,97,100,100,100,100,100,100,100,100,100,75,98
Voluntary Health Association of India,vhai-org,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Voluntary Service Overseas (VSO),vso,100,100,94,94,94,94,100,94,94,94,96,100,100,94,100,94,94,100,100,100,94,98
VVOB Education for Development,vvob,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
VVSG - Vereniging van Vlaamse Steden en Gemeenten,vvsg,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Wageningen University & Research - Stichting Wageningen Research,wageningen_ur,100,100,100,100,100,100,100,100,55,100,96,100,100,100,100,100,100,100,100,55,100,96
War Child Canada,wcc,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
War Child Holland,warchildholland,100,100,100,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
War Child UK,wcuk,100,84,84,68,84,84,100,84,96,76,86,100,84,100,100,84,84,100,100,100,100,95
War on Want,waronwant,100,100,100,0,100,100,100,50,100,0,75,100,100,100,100,100,100,100,100,100,100,100
War on Want NI,wowni,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
WASH Alliance International,wai,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
WASTE advisers on urban environment and development,waste,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Water & Sanitation for the Urban Poor (WSUP),wsup,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Water Finance Facility,wff,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Water for People,w4p,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Water Integrity Network Association,win,100,100,100,60,100,100,100,100,100,90,95,100,100,100,100,100,100,100,100,100,90,99
Water Witness International,water-witness-international,100,100,100,50,100,100,100,100,83,100,93,100,100,100,100,100,100,100,100,83,100,98
Water Works,waterworks,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
WaterAid,wateraid,100,100,100,96,100,63,100,100,100,100,96,100,100,100,99,100,63,100,100,100,100,96
We Effect,weeffect,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,100,100,100,100
We World - GVC Onlus,ww-gvc,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Welbodi Partnership,welbodipartnership,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Wellfound,wellfound,100,100,100,50,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,100,100
Welthungerhilfe,whh,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Wemos Foundation,wemos,100,100,100,75,100,100,100,100,100,75,95,100,100,100,100,100,100,100,100,100,75,98
Wereldsolidariteit-Solidarité Mondiale (WSM),wsm,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Wetlands International,wi,100,100,100,100,100,100,100,100,100,77,98,100,100,100,100,100,100,100,100,100,77,98
Win Win Strategies,wws,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Windle Trust Kenya,wtk,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
WNF Wereld Natuur Fonds,wnf,100,100,100,100,100,100,100,100,100,83,98,100,100,100,100,100,100,100,100,100,100,100
"WO=MEN, Dutch Gender Platform",wo-men,100,100,100,63,100,100,100,100,100,100,96,100,100,100,100,100,100,100,100,100,100,100
Wolayita Development Association,woda_0486,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Womankind Worldwide,womankindworld,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Women and Children First (UK),wcf,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Women Environmental Programme,wep,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Women for Women International (UK),wfwiuk,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Women Peacemakers Program,wpp,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Women's Action Group,wag-1983,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Women's Environment & Development Organization,wedo,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Women's Fund Asia,wf-asia,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Women's Global Network on Reproductive Rights,wgnrr_iati,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Women's Refugee Commission,w_r_c,100,100,0,100,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
World Agroforestry Centre,icraf_,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
World Association for Christian Communication (UK),wacc-uk,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
World Child Cancer UK,wccuk,100,100,100,33,100,100,100,100,100,100,93,100,100,100,100,100,100,100,100,100,100,100
World Economic Forum,worldeconomicforum,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
World Economic Forum Geneva,weforum_geneva,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
World Federalist Movement - Institute for Global Policy,wfm-igp,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
World Health Organization,who,100,100,100,90,100,100,100,100,91,100,98,100,100,100,100,100,100,100,100,91,100,99
World Resources Institute,wri,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
World University Service of Canada,wusc,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
World Vegetable Center,worldveg,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
World Vision International,wvi,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
World Vision Netherlands,wvnld,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
World Vision Syria,wvsyria,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
World Vision UK,wvuk,100,56,56,56,56,56,100,56,100,34,67,100,56,100,100,56,56,100,100,100,97,87
World Vision Zimbabwe,wvz-gec,100,100,100,33,100,100,100,100,100,100,93,100,100,100,100,100,100,100,100,100,100,100
World Waternet,worldwaternet,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
World Wide Fund for Nature - Pakistan,wwfpakistan,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
World Wide Fund for Nature Belgium (WWF-BE),wwf-be,100,100,100,33,100,100,100,100,100,100,93,100,100,100,100,100,100,100,100,100,100,100
World Wide Fund for Nature Denmark,wwfdk,100,100,100,93,100,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100
Worldwide Hospice Palliative Care Alliance,whpca,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
WWF Sweden,wwf-se,100,100,100,100,100,100,100,100,42,74,92,100,100,100,100,100,100,100,100,100,100,100
WWF-UK,wwf-uk,43,100,91,0,100,64,100,43,43,100,68,100,100,91,100,100,64,100,43,43,100,84
WYG International B.V.,wygi,100,100,33,89,100,100,100,100,100,100,92,100,100,100,100,100,100,100,100,100,100,100
Y Care International,ycare,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
YMCA of Liberia,libymca,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Young Innovations Pvt. Ltd,yipl,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Youth Business International,ybi,100,100,100,0,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,100,100
Youth Net and Counselling - YONECO,yoneco1997,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
YWCA of Bangladesh,ywcabd,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Zambia Orphans Aid UK,zoa_uk,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Zimbabwe Educational Trust,zet,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Zimmerman & Zimmerman,zimmzimm,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,0
Zing,zing,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
ZOA,zoa,100,100,97,75,100,78,100,100,100,100,95,100,100,100,100,100,78,100,100,100,100,98
